text;label
A intenção foi boa mas o app ainda está bem com cara de "fizemos correndo \npra galera usar agora enquanto a gnt ainda não fez um app definitivo";__label__2
Falta muita coisa, mas o que eu mais sinto falta é de poder gerar boleto para pagamento adiantado sem ter que ligar pra central de atendimento.;__label__1
Gostei do App. Minha sugestão para futura atualização, seria a função de poder solicitar a antecipação das parcelas de alguma compra.;__label__1
Resolve meu problema de consultar limite disponível. Deveria ter a opçao de gerar boleto para pagamento.;__label__1
Não estou conseguindo fazer meu primeiro acesso. diz que tem alguma informação incorreta. ja tentei inúmeras vezes e o mesmo erro acontece. por favor, poderiam me ajudar? não tenho tempo de ficar indo em lojas...;__label__2
Oxe ajeitem isso aí tá dando senha bloqueada é dados incorretos;__label__2
O serviço atende o esperado. Mas tem coisas que preciso dizer aqui que me incomodaram. Ocorreu 2 vezes de ser ativado serviços que não solicitei. E quando fui realizar o cancelamento nos 2 anos, levei cansativos 40 minutos com as atendentes, porque queriam uma justificativa para cancelar algo que nunca quis, Falta de agilidade para resolver problemas online. Poderiam investir em soluções online, para evitar o transtorno de longas chamadas telefônicas. Onde é muito trabalho para soluções simples.;__label__2
Funciona bem.;__label__0
Depois da última atualização não funciona mais, pq uso uma custom ROM. \nAinda bem que consegui baixar uma versão antiga por fora, mais é muito \ndecepcionante essa "frescura" nova.;__label__2
Estou tentando acessar minhas faturas mas diz que minha senha está \nbloqueada, tento fazer o procedimento para redefinição mas sempre diz que o \nserviço está indisponível.;__label__2
Eu tento acessar minha conta e fala que no momento o app nao esta \ndisponivel. Ja tentei e reinstalei o app muitas vezes...;__label__2
Bom, eu tinha o objetivo de acompanhar e pagar minhas faturas via app, entretanto essa é a única aba que não funciona. Gostei do leyout e da praticidade.;__label__2
Too much slower;__label__2
Por favor, consertem a função de alterar a senha do app! Já mandei meus dados pro email do suporte como me pediram e até agora nada! Fica sempre dando erro quando eu tento mudar!;__label__2
Falta fazer correções...;__label__2
No meu celular (asus zenfone go live) o aplicativo trava ainda no cadastro, \nno momento em que eu digito o último dígito da data de nascimento. Espero \npela correção do bug. Grata;__label__2
algumas compras parcelado n fala aonde foi comprado;__label__2
Não há mtas funções;__label__1
trava;__label__2
O app funcionava bem até decidirem que seria necessário tirar uma selfie. Nāo aceita nenhuma das 50 selfies que ja tirei, e fiquei sem acesso ao app por causa disso. Alem disso deveria ser possível adiantar as parcelas via app. facilitaria muito a vida do cliente. Não é para isso q o app existe?;__label__2
Que se fod@ o dono desse lixo. Apoiador do golpe no Brasil e utilizador de trabalho escravo. Boicotem esse lixo;__label__2
Diversos Erros;__label__2
Não funciona;__label__2
App horrivel;__label__0
bem ruim o app... a unica utilidade que ele tem é de ver seu saldo disponível e devedor.. aba de faturas a serem pagas nao funciona como deveria , histórico de pagamentos bem confuso, valores de parcelas e preço final sempre não batem ... em fim, ruim !!;__label__2
fui informada que poderia adiantar parcelas pelo aplicativo o que não é de fato possível.;__label__2
Aplicativo sem opcao de compra online...absurdo. Nao compro voces por esse motivo, a concorrente ta na frente.;__label__2
não funciona;__label__2
O app é muito confuso deviam deixar a interface mais clean e enxuta, deixar as faturas de um jeito mais claro para o cliente entender, alem de transições e telas de load mais rapidas.;__label__1
nao quero tirar selfie para abrir app nenhum só quero ver o limite do cartao e sair;__label__2
Não quero ter que enviar uma foto do meu rosto para usar o aplicativo.;__label__2
não podemos avaliar o App sem criar uma conta;__label__2
Aplicativo péssimo. A atualização que pede a selfie não reconhece minha foto de jeito nenhum e torna a experiência com o app, que já era horrível, ainda pior.;__label__2
I can\t access my account;__label__0
Não consigo abrir o app. Ele fecha sozinho na primeira tela cinza.;__label__2
Nao permite criar a conta... Muito travado...;__label__2
Vive dando erro;__label__2
Too much intrusive!!! Requires location, phone management, files, photos, etc... For what purpose? You have to accept to proceed with the installation!!! RIP;__label__2
Parabéns pela app amigos =);__label__0
The app is good and useful;__label__0
Daí você recebe a mensagem de notificação sobre um assunto... Clica e, vai pra tela inicial 👏👏👏;__label__0
Algo que poderia ser aprimorado seria após ler uma notícia.... Voltar para a posição anterior e não no início das notícias. Horrível ter que rolar até achar a última notícia que me interessou.;__label__1
O app e muito lento e cada movimento que voce faz na pagina exige um novo loading, alem do conteudo ser fraco;__label__2
I love;__label__0
This is best app for me and i recommend for everybody. I really loved it. Truly Tastely;__label__0
Ótimo !!! App prático,  receitas maravilhosas e ainda dá p salvar as q vc mais gosta;__label__0
Fácil uso, excelente variedade de receitas e opiniões.;__label__0
td de melhor;__label__0
Meu caderno de receitas;__label__0
As receitas bem explicadas e deliciosas;__label__0
It\s Amazing, Simple and Very Easy For Beginner;__label__0
I love it;__label__0
Meu livro de receitas! Já fiz muitas! E o aplicativo é ótimo.;__label__0
Muito bom!;__label__0
Muito bom;__label__0
Amoooo tdas as receitas saem uma deliciaaaa...;__label__0
Muito bom, otimas receitas sempre estou utilizando super 10!!!!;__label__0
O aplicativo é excelente, não dá bug, não trava e as receitas são ótimas. A-do-ro!;__label__0
Tudo muito gostoso!;__label__0
I like very much the recipes;__label__0
O melhor nota 1000, 000, 000;__label__0
melhor site de receitas;__label__0
Pratico fácil receitas incríveis aprovo para quem esta aprendendo a cozinhar e fazer bolos.;__label__0
Muito bom esse aplicativo amei;__label__0
I love it! Moro na Australia e esse app me ajuda muito a preparar nossas deliciosas comidas.;__label__0
Muiro util. Quando tenho preparar algo nao me deixa atraz.;__label__0
Great, easy recipes! !;__label__0
Sempre muito útil!;__label__0
Amo;__label__0
Não tem comparação. É o melhor é maior site/app de receitas. Muito dinâmico, acessível e extremamente útil.;__label__0
Ótimo aplicativo. Várias receitas gostosas.;__label__0
I learn to much diferents kind of meals.;__label__0
It\s a great app! I love it!!! 😍;__label__0
Encontro tudo gostoso aqui!;__label__0
Fis uma torta de mirango ficou otimo adorei;__label__0
Receitas simples e deliciosas de fazer.;__label__0
Ajuda muito também nas jantas especiais ótimo app.;__label__0
Super;__label__0
Recomendo;__label__0
Everthing;__label__0
O nome já diz tudo. É tudo gostoso.;__label__0
Top;__label__0
O app está ótimo. Simples, prático e bonito.  Agora bora fazer uma sopa pra nós;__label__0
Realmente, o app não só é bonito, como também é bastante rápido e intuitivo.;__label__0
Muito prático ter as receitas brasileiras de uma maneira fácil de entender.;__label__0
Adoro pk tenho opção de fazer várias receitas a medida do meu bolso e o sabor e o mesmo ... 💛;__label__0
As receitas são bem explicadas e com os comentários de quem inova fica ainda melhor!;__label__0
Great and different recipes!;__label__0
Thankssss;__label__0
Bom de mais✨💫;__label__0
Muito bom mesmo!;__label__0
Nesse jogo todo mundo faz comidinha, criançada, adolecentes, adultos e a melhor idade. Todo mundo consegue! Mas se você não conseguir, não fique chateado ou aborrecido. Lembre-se de que isto é apenas um jogo, a vida real tem muito mais fruatrações para lhe oferecer, portanto não desconte a sua raiva em quem gosta de fazer comidinha. Nada de xingar os amiguinhos, como eu disse isso é só um jogo, xingar não vai te tornar um fazedor de comidinhas melhor. Seja educado e mostre todo o seu potencial para o mundo!;__label__0
Useful. Perfect to who not know cook.;__label__0
Fácil de navegar e com muita opção de receitas rápidas e simples. Recomendo.;__label__0
The best one for me!;__label__0
super prático!;__label__0
This app is perfect!;__label__0
Eu gostei muito do aplicativo, ele é muito prático e torna a busca pelas receitas que quero muito mais facil;__label__0
O design ficou top, bonito e clean! A performace também. Parabéns!!!;__label__2
Melhor aplicativo que existe;__label__0
Faço várias receitas, todo o final de semana escolho uma. Receitas saboras e bem explicadas, recomendo.;__label__0
muito bom;__label__0
Receitas excelentes, bem explicadas e de todos os tipos. É o meu auxiliar na cozinha, não preciso de outras fontes de receitas💕;__label__0
Aprendi muitas receitas aqui! Desde a mais simples a mais sofisticada! !;__label__0
Gosto muito;__label__0
MARAVILHOSO;__label__0
Ja foram muitas receitas preparadas por aqui;__label__0
Good;__label__0
Excelente aplicativo. Tudo o que quero cozinhar, encontro aqui.;__label__0
Amei as receitas, muito facil de usar e rapido.;__label__0
Is really helpful and it\s good for me because help me to think about creatives foods and make these;__label__0
Love it;__label__0
The best recipe App!;__label__0
Adoro as receitas;__label__0
Adoro usar esse app .. Muito úti para mim,  aprendi bastante com esse app e posso enfrentar a cozinha sem medo agora. Vale apena.    Good job!;__label__0
Estando longe do Brasil este app.  me trás tudo aquilo que tem de gostoso da terrinha!;__label__0
Muito bom e útil .;__label__0
Sempre entro aqui pra ver receitas;__label__0
Maravilhoso. Da me tudo k preciso;__label__0
I love it (london);__label__0
Bom;__label__0
Very handy!;__label__0
Ótimo esse aplicativo;__label__0
Maravilhoso,muitas dicas boas;__label__0
Tem como salvar as receitas favoritas e so tem receitas deliciosas!;__label__0
Boas receitas e os comentários ajudam muito!;__label__0
Sempre tem novidades, receitas deliciosas e agora com videos, ficou melhor ainda, quero fazer todas as receitas só q me falta tempo. Valeu!!!;__label__0
Very nice;__label__0
Sempre me ajudando a decidir como fazer algo gostoso e diferente.;__label__0
Excellent..;__label__0
Amo a minha cozimha;__label__0
Muito pratico;__label__0
Muito bom !!;__label__0
I believe it is the best app for cooking;__label__0
Todas as receitas que preciso encontro no Tudo Gostoso!!;__label__0
Excelente, meu livro de receitas em todos os lugares!!;__label__0
Eu que não sei muito de cozinha consigo muitas coisas que ficam divinas !!!;__label__0
Perfeito;__label__0
Muito bom;__label__0
Riqueza de detalhes e receitas deliciosas;__label__0
Otimas receitas para todos os gostos;__label__0
Tem todas as receitas brazileiras tradicionalíssimas e todas as que eu fiz ficaram maravilhosas! A versão em inglês é muito boa também.;__label__0
Otimo;__label__0
ótimas experiências;__label__0
Excelente. Muito funcional o aplicativo, mas ainda pode melhorar.;__label__2
bom;__label__0
Ótima alternativa à extorsão praticada pelos taxistas.;__label__0
Já pedi urbano algumas vezes mas por 2 vezes os motoristas cobraram valores diferentes do que foi informado no aplicativo. Muita falta de respeito.;__label__2
Péssimo! Tentei usar 3 vezes, só consegui uma. Nas duas vezes que não consegui, dava sempre a mensagem que não havia carros disponíveis.;__label__2
simplesmente patético o atendimento ao cliente! entrei em contato por e-mail, e obtive apenad UMA resposta, não fui mais respondido nos outros. Acho que terei qur ligar a empresa ou me dirigir a ela. um total descaso com o consumidor! sem contar na interface que parece que ficou na década passada!!;__label__2
